#,Name,MLBAMID,RazzballID,FanGraphsID,NFBCID,FantraxID,Team,STD_POS,YAHOO_POS,Last,First,Lastv2,Firstv2,YahooName
679,Jake Irvin,663623,663623,21504,10976,*04ppz*,WSH,SP,SP,Irvin,Jake,Irvin,Jake,Jake Irvin
680,Ryan Mountcastle,663624,663624,18373,9977,*03pjl*,BAL,1B,1B,Mountcastle,Ryan,Mountcastle,Ryan,Ryan Mountcastle
681,Ethan Small,663629,663629,26364,10992,*0511g*,SF,RP,RP,Small,Ethan,Small,Ethan,Ethan Small
682,Ke’Bryan Hayes,663647,663647,18577,10262,*03pji*,CIN,3B,3B,Hayes,Ke’Bryan,Hayes,Ke’Bryan,Ke’Bryan Hayes
683,Kyle Tucker,663656,663656,18345,9787,*03pir*,CHC,OF,OF,Tucker,Kyle,Tucker,Kyle,Kyle Tucker
684,Thaddeus Ward,663658,663658,21513,11200,*04pre*,BAL,RP,RP,Ward,Thaddeus,Ward,Thaddeus,Thaddeus Ward
685,Daz Cameron,663662,663662,18353,10182,*02zg5*,MIL,OF,OF,Cameron,Daz,Cameron,Daz,Daz Cameron
686,Nic Enright,663671,663671,25553,11722,*03qvm*,CLE,RP,RP,Enright,Nic,Enright,Nic,Nic Enright
687,Hogan Harris,663687,663687,21520,11650,*04pps*,ATH,RP,RP,Harris,Hogan,Harris,Hogan,Hogan Harris
688,Jonathan India,663697,663697,21523,10248,*04nx3*,KC,2B/3B/ OF,2B/3B/ OF,India,Jonathan,India,Jonathan,Jonathan India
689,Joey Bart,663698,663698,21524,10245,*04mn4*,PIT,C,C,Bart,Joey,Bart,Joey,Joey Bart
690,James McArthur,663704,663704,21527,11345,*04pw3*,KC,RP,RP,McArthur,James,McArthur,James,James McArthur
691,Matthew Kroon,663714,663714,sa3007502,12037,,PHI,OF,OF,Kroon,Matthew,Kroon,Matthew,
692,Cal Raleigh,663728,663728,21534,10866,*04my4*,SEA,C,C,Raleigh,Cal,Raleigh,Cal,Cal Raleigh
693,Connor Kaiser,663731,663731,21535,11813,*04ppn*,ARI,SS,SS,Kaiser,Connor,Kaiser,Connor,Connor Kaiser
694,Daniel Lynch IV,663738,663738,21537,10176,*04pma*,KC,SP,SP,Lynch IV,Daniel,Lynch IV,Daniel,Daniel Lynch IV
695,Nick Fortes,663743,663743,21538,11289,*04pqf*,TB,C,C,Fortes,Nick,Fortes,Nick,Nick Fortes
696,Reiss Knehr,663753,663753,21541,11237,*04q1u*,SD,RP,RP,Knehr,Reiss,Knehr,Reiss,Reiss Knehr
697,Trent Grisham,663757,663757,18564,10658,*03pit*,NYY,OF,OF,Grisham,Trent,Grisham,Trent,Trent Grisham
698,Jake Woodford,663765,663765,18674,10772,*03pol*,ARI,RP,RP,Woodford,Jake,Woodford,Jake,Jake Woodford
699,Chase Shugart,663767,663767,21544,12150,*04pw2*,PIT,RP,RP,Shugart,Chase,Shugart,Chase,Chase Shugart
700,Bryan Hoeing,663773,663773,26304,11541,*05156*,SD,RP,RP,Hoeing,Bryan,Hoeing,Bryan,Bryan Hoeing
701,Patrick Sandoval,663776,663776,19447,10308,*03qpi*,BOS,SP,SP,Sandoval,Patrick,Sandoval,Patrick,Patrick Sandoval
702,Coco Montes,663796,663796,21547,11767,*04py7*,TB,SS,SS,Montes,Coco,Montes,Coco,Coco Montes
703,Jackson Kowar,663804,663804,21549,10222,*04mlg*,SEA,RP,RP,Kowar,Jackson,Kowar,Jackson,Jackson Kowar
704,Matt Vierling,663837,663837,21558,11223,*04pqq*,DET,3B/OF,3B/OF,Vierling,Matt,Vierling,Matt,Matt Vierling
705,Alfonso Rivas III,663845,663845,21560,11272,,STL,1B,1B,Rivas III,Alfonso,Rivas III,Alfonso,Alfonso Rivas
706,Romy Gonzalez,663853,663853,21562,11276,*04q0o*,BOS,1B/2B/ SS,1B/2B/ SS/3B/OF,Gonzalez,Romy,Gonzalez,Romy,Romy González
707,Jordan Hicks,663855,663855,19618,9957,*03vcw*,BOS,SP,SP,Hicks,Jordan,Hicks,Jordan,Jordan Hicks
708,Nate Pearson,663878,663878,20160,10295,*04eec*,CHC,RP,RP,Pearson,Nate,Pearson,Nate,Nate Pearson
709,Tyler Stephenson,663886,663886,17988,10358,*03pix*,CIN,C,C,Stephenson,Tyler,Stephenson,Tyler,Tyler Stephenson
710,Brendon Little,663893,663893,21574,11552,*04afl*,TOR,RP,RP,Little,Brendon,Little,Brendon,Brendon Little
711,Luke Williams,663897,663897,19931,11017,*03qk3*,ATL,OF,OF,Williams,Luke,Williams,Luke,Luke Williams
712,Brendan Rodgers,663898,663898,17907,9781,*03lua*,HOU,2B,2B,Rodgers,Brendan,Rodgers,Brendan,Brendan Rodgers
713,Brady Singer,663903,663903,25377,10145,*03pov*,CIN,SP,SP,Singer,Brady,Singer,Brady,Brady Singer
714,Travis Blankenhorn,663905,663905,18395,10762,*03qk2*,LAA,2B,2B,Blankenhorn,Travis,Blankenhorn,Travis,Travis Blankenhorn
715,Tristan Beck,663941,663941,21584,10352,*04afk*,SF,RP,RP,Beck,Tristan,Beck,Tristan,Tristan Beck
716,Tyler Holton,663947,663947,26231,11459,*04naz*,DET,RP,RP,Holton,Tyler,Holton,Tyler,Tyler Holton
717,Tyler Ivey,663959,663959,20237,10432,*04efv*,HOU,SP,SP,Ivey,Tyler,Ivey,Tyler,Tyler Ivey
718,Cesar Salazar,663967,663967,21587,11781,*04psg*,HOU,C,C,Salazar,Cesar,Salazar,César,César Salazar
719,Jake Mangum,663968,663968,26202,12067,*05135*,TB,OF,OF,Mangum,Jake,Mangum,Jake,Jake Mangum
720,Tyler Phillips,663969,663969,20629,10734,*03qt6*,MIA,RP,RP,Phillips,Tyler,Phillips,Tyler,Tyler Phillips
721,Blair Calvo,663971,663971,25416,11654,*051hf*,DET,RP,RP,Calvo,Blair,Calvo,Blair,Blair Calvo
722,Chris Paddack,663978,663978,20099,10161,*03qne*,DET,SP,SP,Paddack,Chris,Paddack,Chris,Chris Paddack
723,Trevor Stephan,663986,663986,19932,11194,*0421j*,CLE,RP,RP,Stephan,Trevor,Stephan,Trevor,Trevor Stephan
724,Nick Vespi,663989,663989,21093,11472,*03qv3*,PHI,RP,RP,Vespi,Nick,Vespi,Nick,Nick Vespi
725,Richard Lovelady,663992,663992,19337,10525,*041w0*,NYM,RP,RP,Lovelady,Richard,Lovelady,Richard,Richard Lovelady
726,Nathaniel Lowe,663993,663993,19566,10296,*041xv*,BOS,1B,1B,Lowe,Nathaniel,Lowe,Nathaniel,Nathaniel Lowe
727,Ian Happ,664023,664023,17919,9655,*03nmw*,CHC,OF,OF,Happ,Ian,Happ,Ian,Ian Happ
728,Ty France,664034,664034,17982,10485,*03whq*,TOR,1B,1B,France,Ty,France,Ty,Ty France
729,Brandon Lowe,664040,664040,18882,10068,*03qjy*,TB,2B,1B/2B,Lowe,Brandon,Lowe,Brandon,Brandon Lowe
730,Travis Lakins Sr.,664042,664042,18600,10460,,CHW,RP,RP,Lakins Sr.,Travis,Lakins Sr.,Travis,Travis Lakins Sr.
731,Cody Stashak,664054,664054,18088,10652,,PHI,RP,RP,Stashak,Cody,Stashak,Cody,Cody Stashak
732,Harrison Bader,664056,664056,18030,9710,*03qjv*,PHI,OF,OF,Bader,Harrison,Bader,Harrison,Harrison Bader
733,Andrew Stevenson,664057,664057,17932,9707,,TB,OF,OF,Stevenson,Andrew,Stevenson,Andrew,Andrew Stevenson
734,David Fletcher,664058,664058,17992,9230,*03qlw*,ATL,2B,2B,Fletcher,David,Fletcher,David,David Fletcher
735,Sam Haggerty,664059,664059,18054,10683,*03qz9*,TEX,OF,OF,Haggerty,Sam,Haggerty,Sam,Sam Haggerty
736,Tony Gonsolin,664062,664062,19388,10346,*041v6*,LAD,SP,SP,Gonsolin,Tony,Gonsolin,Tony,Tony Gonsolin
737,Scott Kingery,664068,664068,17975,9777,*03pjc*,LAA,OF,OF,Kingery,Scott,Kingery,Scott,Scott Kingery
738,Garrett Cleavinger,664076,664076,17897,10769,*03qju*,TB,RP,RP,Cleavinger,Garrett,Cleavinger,Garrett,Garrett Cleavinger
739,Tyler Jay,664079,664079,17952,12076,*03n6f*,MIL,RP,RP,Jay,Tyler,Jay,Tyler,Tyler Jay
740,Sean Poppen,664092,664092,19583,10637,,LAA,RP,RP,Poppen,Sean,Poppen,Sean,Sean Poppen
741,Scott Effross,664123,664123,18384,11273,*03qs8*,NYY,RP,RP,Effross,Scott,Effross,Scott,Scott Effross
742,Pete Fairbanks,664126,664126,17998,10634,*03qo0*,TB,RP,RP,Fairbanks,Pete,Fairbanks,Pete,Pete Fairbanks
743,Geoff Hartlieb,664129,664129,19558,10623,*04yk6*,KC,RP,RP,Hartlieb,Geoff,Hartlieb,Geoff,Geoff Hartlieb
744,Ian Gibaut,664139,664139,17871,10484,*03qpg*,CIN,RP,RP,Gibaut,Ian,Gibaut,Ian,Ian Gibaut
745,JT Brubaker,664141,664141,17578,10476,*03qm8*,SF,RP,RP,Brubaker,JT,Brubaker,JT,JT Brubaker
746,Joey Lucchesi,664192,664192,19320,9952,*041rn*,SF,SP,SP,Lucchesi,Joey,Lucchesi,Joey,Joey Lucchesi
747,Taylor Clarke,664199,664199,17611,10448,*03qjz*,KC,RP,RP,Clarke,Taylor,Clarke,Taylor,Taylor Clarke
748,Phil Maton,664208,664208,18064,9677,*03qwa*,TEX,RP,RP,Maton,Phil,Maton,Phil,Phil Maton
749,Dylan Moore,664238,664238,18042,10444,*03qml*,TEX,1B/2B/ SS/3B/OF,1B/2B/ SS/3B/OF,Moore,Dylan,Moore,Dylan,Dylan Moore
750,Framber Valdez,664285,664285,17295,10083,*04auj*,HOU,SP,SP,Valdez,Framber,Valdez,Framber,Framber Valdez
751,Dauri Moreta,664294,664294,21101,11294,*05tux*,PIT,RP,RP,Moreta,Dauri,Moreta,Dauri,Dauri Moreta
752,Cristian Javier,664299,664299,17606,10717,*045kb*,HOU,SP,SP,Javier,Cristian,Javier,Cristian,Cristian Javier
753,Luis Contreras,664351,664351,25839,12105,*05ss8*,HOU,RP,RP,Contreras,Luis,Contreras,Luis,Luis Contreras
754,Jose Urquidy,664353,664353,18413,10645,*0440h*,DET,SP,SP,Urquidy,Jose,Urquidy,José,José Urquidy
755,Alejo Lopez,664670,664670,21127,11230,*03wkr*,ATH,3B,3B,Lopez,Alejo,Lopez,Alejo,Alejo Lopez
756,Myles Straw,664702,664702,17620,10109,*03qqb*,TOR,OF,OF,Straw,Myles,Straw,Myles,Myles Straw
757,Kyle Isbel,664728,664728,21614,10408,*04ppo*,KC,OF,OF,Isbel,Kyle,Isbel,Kyle,Kyle Isbel
758,P.J. Higgins,664731,664731,18433,10917,*03qqe*,CIN,C,C,Higgins,P.J.,Higgins,P.J.,P.J. Higgins
759,Jose Espada,664744,664744,21131,11878,,BAL,RP,RP,Espada,Jose,Espada,Jose,Jose Espada
760,Alexis Diaz,664747,664747,21132,11350,*03qqf*,LAD,RP,RP,Diaz,Alexis,Díaz,Alexis,Alexis Díaz
761,Alec Bohm,664761,664761,21618,10125,*04mn5*,PHI,1B/3B,1B/3B,Bohm,Alec,Bohm,Alec,Alec Bohm
762,Jake Cousins,664776,664776,21620,11224,*04eru*,NYY,RP,RP,Cousins,Jake,Cousins,Jake,Jake Cousins
763,Danny Young,664849,664849,18439,10015,*03qni*,NYM,RP,RP,Young,Danny,Young,Danny,Danny Young
764,Jay Flaa,664852,664852,18140,10566,*03qma*,ATL,RP,RP,Flaa,Jay,Flaa,Jay,Jay Flaa
765,Ryan Helsley,664854,664854,18138,10321,*03ql5*,NYM,RP,RP,Helsley,Ryan,Helsley,Ryan,Ryan Helsley
766,Seby Zavala,664874,664874,18887,9985,*03qqd*,BOS,C,C,Zavala,Seby,Zavala,Seby,Seby Zavala
767,Justin Lawrence,664875,664875,17639,10499,*03qq9*,PIT,RP,RP,Lawrence,Justin,Lawrence,Justin,Justin Lawrence
768,Nick Dini,664926,664926,18206,10668,*03qry*,TB,C,C,Dini,Nick,,,
769,Anthony Misiewicz,664948,664948,18152,10875,*03quj*,MIN,RP,RP,Misiewicz,Anthony,Misiewicz,Anthony,Anthony Misiewicz
770,Brett Sullivan,664954,664954,18217,10951,*03qtv*,PIT,C,C,Sullivan,Brett,Sullivan,Brett,Brett Sullivan
771,Jake McCarthy,664983,664983,21622,10226,*03qyv*,ARI,OF,OF,McCarthy,Jake,McCarthy,Jake,Jake McCarthy
772,Trevor Kelley,665001,665001,18454,9618,*04z5q*,SEA,RP,RP,Kelley,Trevor,Kelley,Trevor,Trevor Kelley
773,Kody Clemens,665019,665019,20572,11342,*04ppi*,MIN,1B/2B/ OF,1B/2B/ 3B/OF,Clemens,Kody,Clemens,Kody,Kody Clemens
774,Hobie Harris,665048,665048,18615,11777,*03yxs*,BOS,RP,RP,Harris,Hobie,Harris,Hobie,Hobie Harris
775,Griffin Conine,665052,665052,21626,10210,*04mn2*,MIA,OF,OF,Conine,Griffin,Conine,Griffin,Griffin Conine
776,Dean Kremer,665152,665152,19350,10183,*041yb*,BAL,SP,SP,Kremer,Dean,Kremer,Dean,Dean Kremer
777,Nick Maton,665155,665155,21635,11016,*04ei5*,CHW,3B,3B,Maton,Nick,Maton,Nick,Nick Maton
778,Jeremy Pena,665161,665161,21636,11309,*04ppj*,HOU,SS,SS,Pena,Jeremy,Peña,Jeremy,Jeremy Peña
779,Gilberto Celestino,665482,665482,20233,10763,*03vum*,NYM,OF,OF,Celestino,Gilberto,Celestino,Gilberto,Gilberto Celestino
780,Fernando Tatis Jr.,665487,665487,19709,9948,*03zbh*,SD,OF,OF,Tatis Jr.,Fernando,Tatis Jr.,Fernando,Fernando Tatis Jr.
781,Vladimir Guerrero Jr.,665489,665489,19611,9785,*03ojr*,TOR,1B,1B/3B,Guerrero Jr.,Vladimir,Guerrero Jr.,Vladimir,Vladimir Guerrero Jr.
782,Cristian Pache,665506,665506,19948,10172,*03xlc*,ARI,OF,OF,Pache,Cristian,Pache,Cristian,Cristian Pache
783,Rafael Marchan,665561,665561,21646,11064,*0403l*,PHI,C,C,Marchan,Rafael,Marchán,Rafael,Rafael Marchán
784,Deivi Garcia,665620,665620,20276,10184,*0406o*,CIN,RP,RP,Garcia,Deivi,García,Deivi,Deivi García
785,Luis Medina,665622,665622,21649,10280,*03zlf*,ATH,SP,SP,Medina,Luis,Medina,Luis,Luis Medina
786,Elvis Peguero,665625,665625,21652,11267,*05uk1*,CHW,RP,RP,Peguero,Elvis,Peguero,Elvis,Elvis Peguero
787,Kervin Castro,665645,665645,21656,11173,,NYY,RP,RP,Castro,Kervin,Castro,Kervin,Kervin Castro
788,Elvis Alvarado,665660,665660,21662,12340,*041g5*,ATH,RP,RP,Alvarado,Elvis,Alvarado,Elvis,Elvis Alvarado
789,Reiver Sanmartin,665665,665665,19754,11296,,CIN,RP,RP,Sanmartin,Reiver,Sanmartin,Reiver,Reiver Sanmartin
790,Antonio Santos,665733,665733,20383,10743,,CHC,RP,RP,Santos,Antonio,Santos,Antonio,Antonio Santos
791,Angel Felipe,665734,665734,21163,11772,*060mo*,LAA,RP,RP,Felipe,Angel,Felipe,Angel,Angel Felipe
792,Juan Soto,665742,665742,20123,10030,*03ynj*,NYM,OF,OF,Soto,Juan,Soto,Juan,Juan Soto
793,Leody Taveras,665750,665750,18900,10274,*03pzo*,SEA,OF,OF,Taveras,Leody,Taveras,Leody,Leody Taveras
794,Luis De Los Santos,665782,665782,21682,10578,*06amh*,NYM,SS,SS,De Los Santos,Luis,De Los Santos,Luis,Luis De Los Santos
795,Edward Cabrera,665795,665795,21690,10721,*04ali*,MIA,SP,SP,Cabrera,Edward,Cabrera,Edward,Edward Cabrera
796,Miguel Amaya,665804,665804,21693,10290,*03xs3*,CHC,C,C,Amaya,Miguel,Amaya,Miguel,Miguel Amaya
797,Oswaldo Cabrera,665828,665828,21707,11391,*042no*,NYY,3B,1B/2B/ 3B,Cabrera,Oswaldo,Cabrera,Oswaldo,Oswaldo Cabrera
798,Oneil Cruz,665833,665833,21711,10305,*03zlh*,PIT,SS/OF,SS/OF,Cruz,Oneil,Cruz,Oneil,Oneil Cruz
799,Enmanuel Valdez,665839,665839,21716,11626,*042af*,PIT,1B/2B,1B/2B,Valdez,Enmanuel,Valdez,Enmanuel,Enmanuel Valdez
800,Jair Camargo,665856,665856,21730,11989,*05ge4*,ATL,C,C,Camargo,Jair,,,
801,Sebastian Rivero,665861,665861,21735,10931,,LAA,C,C,Rivero,Sebastian,Rivero,Sebastián,Sebastian Rivero
802,Jazz Chisholm Jr.,665862,665862,20454,10231,*045qo*,NYY,2B/3B/ OF,2B/3B/ OF,Chisholm Jr.,Jazz,Chisholm Jr.,Jazz,Jazz Chisholm Jr.
803,Javier Assad,665871,665871,21741,11547,*04fq2*,CHC,SP,SP,Assad,Javier,Assad,Javier,Javier Assad
804,Jose Fermin,665877,665877,21746,11776,*03zbp*,STL,SS,SS,Fermin,Jose,Fermín,José,José Fermín
805,Seuly Matias,665890,665890,,10330,*03t0u*,KC,OF,OF,Matias,Seuly,Matias,Seuly,
806,Jose Marte,665896,665896,21761,11263,*04ydj*,NYM,RP,RP,Marte,Jose,Marte,José,José Marte
807,Esteury Ruiz,665923,665923,21780,10193,*0406v*,LAD,OF,OF,Ruiz,Esteury,Ruiz,Esteury,Esteury Ruiz
808,Andres Gimenez,665926,665926,19950,10133,*03pzn*,TOR,2B,2B,Gimenez,Andres,Giménez,Andrés,Andrés Giménez
809,Andres Chaparro,665953,665953,21797,11780,*0406n*,WSH,DH,DH,Chaparro,Andres,Chaparro,Andrés,Andrés Chaparro
810,Carlos Narvaez,665966,665966,19722,12012,*048tn*,BOS,C,C,Narvaez,Carlos,Narváez,Carlos,Carlos Narváez
811,Lolo Sanchez,665975,665975,sa917767,10277,,SEA,OF,OF,Sanchez,Lolo,Sánchez,Lolo,
812,Leonel Valera,665987,665987,sa917320,10553,*04j4e*,KC,SS,SS,Valera,Leonel,Valera,Leonel,
813,Jonathan Aranda,666018,666018,21837,11394,*05t9v*,TB,1B,1B/2B,Aranda,Jonathan,Aranda,Jonathan,Jonathan Aranda
814,Freddy Fermin,666023,666023,21840,11514,*05lo5*,SD,C,C,Fermin,Freddy,Fermin,Freddy,Freddy Fermin
815,Ian Anderson,666120,666120,19951,10217,*041m0*,ATL,RP,RP,Anderson,Ian,Anderson,Ian,Ian Anderson
816,Tyler Baum,666121,666121,sa1054042,10861,*04nay*,ATH,RP,RP,Baum,Tyler,Baum,Tyler,
817,Carlos Cortes,666126,666126,21842,12427,*0423c*,ATH,DH,2B,Cortes,Carlos,Cortes,Carlos,Carlos Cortes
818,Braxton Garrett,666129,666129,21844,10147,*041e3*,MIA,SP,SP,Garrett,Braxton,Garrett,Braxton,Braxton Garrett
819,Nolan Jones,666134,666134,20529,10304,*041q6*,CLE,OF,OF,Jones,Nolan,Jones,Nolan,Nolan Jones
820,Josh Lowe,666139,666139,19953,10254,*041ah*,TB,OF,OF,Lowe,Josh,Lowe,Josh,Josh Lowe
821,Cole Ragans,666142,666142,21846,10166,*041ma*,KC,SP,SP,Ragans,Cole,Ragans,Cole,Cole Ragans
822,Tyler Fitzgerald,666149,666149,26208,11874,*05131*,SF,2B/SS,2B/SS/ OF,Fitzgerald,Tyler,Fitzgerald,Tyler,Tyler Fitzgerald
823,Dominic Fletcher,666150,666150,26149,11026,*04y45*,CHW,OF,OF,Fletcher,Dominic,Fletcher,Dominic,Dominic Fletcher
824,David Hamilton,666152,666152,27531,11645,*0515v*,BOS,2B/SS,2B/SS,Hamilton,David,Hamilton,David,David Hamilton
825,Karl Kauffmann,666154,666154,27488,11082,*05129*,COL,RP,RP,Kauffmann,Karl,Kauffmann,Karl,Karl Kauffmann
826,Nick Lodolo,666157,666157,26378,10964,*041ps*,CIN,SP,SP,Lodolo,Nick,Lodolo,Nick,Nick Lodolo
827,Gavin Lux,666158,666158,19955,10203,*041ai*,CIN,2B/OF,2B/OF,Lux,Gavin,Lux,Gavin,Gavin Lux
828,Matt Manning,666159,666159,20369,10285,*041m1*,PHI,SP,SP,Manning,Matt,Manning,Matt,Matt Manning
829,Mickey Moniak,666160,666160,19956,9784,*041e2*,COL,OF,OF,Moniak,Mickey,Moniak,Mickey,Mickey Moniak
830,Ben Rortvedt,666163,666163,20287,11158,*041q7*,LAD,C,C,Rortvedt,Ben,Rortvedt,Ben,Ben Rortvedt
831,Blake Rutherford,666164,666164,19957,10140,,WSH,OF,OF,Rutherford,Blake,,,
832,Blake Sabol,666165,666165,25805,11728,*05158*,CHW,C/OF,C/OF,Sabol,Blake,Sabol,Blake,Blake Sabol
833,Mason Thompson,666168,666168,21850,10284,*041qz*,WSH,RP,RP,Thompson,Mason,Thompson,Mason,Mason Thompson
834,Ryan Zeferjahn,666171,666171,25420,12164,*04y9f*,LAA,RP,RP,Zeferjahn,Ryan,Zeferjahn,Ryan,Ryan Zeferjahn
835,Jo Adell,666176,666176,20220,10241,*04aee*,LAA,OF,OF,Adell,Jo,Adell,Jo,Jo Adell
836,Seth Beer,666179,666179,20493,10328,*0414k*,PHI,1B,1B,Beer,Seth,Beer,Seth,Seth Beer
837,Will Benson,666181,666181,21853,10362,*03zcx*,CIN,OF,OF,Benson,Will,Benson,Will,Will Benson
838,Bo Bichette,666182,666182,19612,9820,*041qb*,TOR,SS,SS,Bichette,Bo,Bichette,Bo,Bo Bichette
839,Hunter Bishop,666183,666183,sa3011413,11112,*04267*,SF,OF,OF,Bishop,Hunter,Bishop,Hunter,
840,Dylan Carlson,666185,666185,20126,10190,*041mc*,BAL,OF,OF,Carlson,Dylan,Carlson,Dylan,Dylan Carlson
841,Carter Kieboom,666198,666198,19958,10505,*041m8*,LAA,3B,3B,Kieboom,Carter,Kieboom,Carter,Carter Kieboom
842,Jesus Luzardo,666200,666200,19959,10235,*041r1*,PHI,SP,SP,Luzardo,Jesus,Luzardo,Jesús,Jesús Luzardo
843,Alek Manoah,666201,666201,26410,10854,*04yfw*,TOR,SP,SP,Manoah,Alek,Manoah,Alek,Alek Manoah
844,Riley Pint,666207,666207,21858,11655,*03yxv*,CLE,RP,RP,Pint,Riley,Pint,Riley,Riley Pint
845,Alex Speas,666208,666208,21859,10985,*041q9*,MIN,RP,RP,Speas,Alex,Speas,Alex,Alex Speas
846,Taylor Trammell,666211,666211,19960,10339,*041pq*,HOU,OF,OF,Trammell,Taylor,Trammell,Taylor,Taylor Trammell
847,Joey Wentz,666214,666214,19962,10246,*041pr*,ATL,SP,SP,Wentz,Joey,Wentz,Joey,Joey Wentz
848,Forrest Whitley,666215,666215,19586,9817,*041m3*,TB,RP,RP,Whitley,Forrest,Whitley,Forrest,Forrest Whitley
849,George Soriano,666277,666277,21863,11684,*04z9e*,MIA,RP,RP,Soriano,George,Soriano,George,George Soriano
850,Bo Naylor,666310,666310,21865,10143,*04mrn*,CLE,C,C,Naylor,Bo,Naylor,Bo,Bo Naylor
851,Jordan Balazovic,666364,666364,21866,10403,*041sc*,DET,RP,RP,Balazovic,Jordan,Balazovic,Jordan,Jordan Balazovic
852,Matt Brash,666374,666374,25756,11297,*05138*,SEA,RP,RP,Brash,Matt,Brash,Matt,Matt Brash
853,Edouard Julien,666397,666397,27534,11592,*051dl*,MIN,1B/2B,1B/2B,Julien,Edouard,Julien,Edouard,Edouard Julien
854,Jerar Encarnacion,666464,666464,21871,10839,*04mdf*,SF,OF,OF,Encarnacion,Jerar,Encarnacion,Jerar,Jerar Encarnación
855,Gregory Santos,666619,666619,21894,11166,*0404s*,SEA,RP,RP,Santos,Gregory,Santos,Gregory,Gregory Santos
856,Christopher Morel,666624,666624,21897,11154,*04pbp*,TB,2B/3B/ OF,2B/3B/ OF,Morel,Christopher,Morel,Christopher,Christopher Morel
857,Yonathan Perlaza,666632,666632,sa917302,11963,*03xs7*,SD,2B,2B,Perlaza,Yonathan,Perlaza,Yonathan,
858,Juan Morillo,666661,666661,21924,12380,*05ydo*,ARI,RP,RP,Morillo,Juan,Morillo,Juan,Juan Morillo
859,Eguy Rosario,666703,666703,19964,11367,*045on*,SD,2B,2B,Rosario,Eguy,Rosario,Eguy,Eguy Rosario
860,Max Castillo,666721,666721,21956,11499,,PHI,RP,RP,Castillo,Max,Castillo,Max,Max Castillo
861,Jhony Brito,666745,666745,25386,11638,*050ih*,SD,RP,RP,Brito,Jhony,Brito,Jhony,Jhony Brito
862,Rodolfo Castro,666801,666801,21987,10906,*042c1*,PHI,3B,3B,Castro,Rodolfo,Castro,Rodolfo,Rodolfo Castro
863,Camilo Doval,666808,666808,21992,11105,*04k0w*,NYY,RP,RP,Doval,Camilo,Doval,Camilo,Camilo Doval
864,Bobby Dalbec,666915,666915,19966,10144,*03z62*,KC,1B/3B,1B/3B,Dalbec,Bobby,Dalbec,Bobby,Bobby Dalbec
865,Jared Oliva,666931,666931,19968,10229,,MIL,OF,OF,Oliva,Jared,Oliva,Jared,Jared Oliva
866,Adolis Garcia,666969,666969,19287,9964,*04aq4*,TEX,OF,OF,Garcia,Adolis,García,Adolis,Adolis García
867,Lourdes Gurriel Jr.,666971,666971,19238,9475,*03nri*,ARI,OF,OF,Gurriel Jr.,Lourdes,Gurriel Jr.,Lourdes,Lourdes Gurriel Jr.
868,Yennier Cano,666974,666974,25911,11467,*050ok*,BAL,RP,RP,Cano,Yennier,Cano,Yennier,Yennier Cano
869,Tommy Nance,667297,667297,19178,11215,*05rcp*,TOR,RP,RP,Nance,Tommy,Nance,Tommy,Tommy Nance
870,Bryan Mata,667356,667356,sa917784,11069,*04ahc*,BOS,RP,RP,Mata,Bryan,Mata,Bryan,Bryan Mata
871,Zach Jackson,667427,667427,19493,11445,*043×7*,ATH,RP,RP,Jackson,Zach,Jackson,Zach,Zach Jackson
872,Marshall Kasowski,667445,667445,sa3005114,11057,*04emz*,LAD,RP,RP,Kasowski,Marshall,Kasowski,Marshall,
873,Corey Julks,667452,667452,20311,11604,*04eit*,CHW,OF,OF,Julks,Corey,Julks,Corey,Corey Julks
874,John King,667463,667463,22051,11094,*04eku*,STL,RP,RP,King,John,King,John,John King
875,Dane Myers,667472,667472,22054,11820,*04ehj*,MIA,OF,OF,Myers,Dane,Myers,Dane,Dane Myers
876,Evan Kravetz,667478,667478,27536,12168,*0513u*,CIN,SP,SP,Kravetz,Evan,Kravetz,Evan,Evan Kravetz
877,Robert Dugger,667498,667498,19191,10663,,TEX,RP,RP,Dugger,Robert,Dugger,Robert,Robert Dugger
878,Brent Rooker,667670,667670,19627,10149,*04e2u*,ATH,OF,OF,Rooker,Brent,Rooker,Brent,Brent Rooker
879,Kyle Tyler,667725,667725,22092,11271,*04q2b*,CHW,RP,RP,Tyler,Kyle,Tyler,Kyle,Kyle Tyler
880,Jose Soriano,667755,667755,22100,11187,*04c0o*,LAA,SP,SP,Soriano,Jose,Soriano,José,José Soriano
881,Randy Arozarena,668227,668227,19290,10671,*040b5*,SEA,OF,OF,Arozarena,Randy,Arozarena,Randy,Randy Arozarena
882,Tyson Miller,668338,668338,19976,10777,*041rc*,CHC,RP,RP,Miller,Tyson,Miller,Tyson,Tyson Miller
883,Cole Winn,668390,668390,22113,10167,*04paj*,TEX,RP,RP,Winn,Cole,Winn,Cole,Cole Winn
884,Hagen Danner,668470,668470,22116,11353,*03o0h*,SEA,RP,RP,Danner,Hagen,Danner,Hagen,Hagen Danner
885,Nick Pratto,668472,668472,22117,10299,*04b08*,KC,1B,1B,Pratto,Nick,Pratto,Nick,Nick Pratto
886,Tres Barrera,668663,668663,19977,10696,,TB,C,C,Barrera,Tres,Barrera,Tres,Tres Barrera
887,Stephen Nogosek,668665,668665,19545,10636,,KC,RP,RP,Nogosek,Stephen,Nogosek,Stephen,Stephen Nogosek
